,cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err
1086,239172_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239172_B,239172_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1087,239249_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239249_B,239249_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1088,239249_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239249_A,239249_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239249,145.0,5.9166665,56.28058,2.398589,51.888573,3.1163993,54.655907,3.9274886,53.20475,3.388827,52.406124,3.0549479,51.124866,2.6769507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07388678,0.015311346,53.75246,3.298274,0.0,1.0,0.44271338,0.03424551,nan,nan,0.5310425,0.046152256,nan,nan,0.07388678,0.015311346
1089,239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239292_B,239292_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1090,239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239292_A,239292_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239292,249.0,1.1666666,97.77622,1.9842148,90.756485,1.8643612,91.157364,3.3728623,91.384224,2.2498577,90.756485,1.8270948,94.50597,1.9306448,0.0,1.0,0.4106645,0.014028554,nan,nan,0.50445074,0.019093635,nan,nan,0.04048903,0.012695087,92.92772,2.2522726,0.0,1.0,0.350171,0.014498791,nan,nan,0.4181637,0.017899046,nan,nan,0.04048903,0.012695087
1091,239376_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239376_A,239376_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239376,181.5,3.749998,nan,nan,51.90378,2.2930372,46.579315,4.4115577,49.40771,3.3014877,48.51704,2.6906588,50.253822,2.4340482,1.0,0.6641653,0.5225975,0.022580288,0.41530007,0.022580288,0.6671166,0.03227093,0.5134031,0.03227093,0.06951127,0.013935134,56.223854,2.23563,1.0,0.7627497,0.49302837,0.021257456,0.42260915,0.021257456,0.69958085,0.041936595,0.58825064,0.041936595,0.06951127,0.013935134
1092,239376_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239376_B,239376_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1093,239490_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,239490_A,239490_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,239490,161.5,20.499998,45.915077,6.5040207,44.255737,5.299614,nan,nan,38.356827,7.1968136,38.406757,6.441373,44.03773,5.6566687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.50193,5.698945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1094,239560_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,239560_A,239560_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,239560,39.0,0.6666667,132.91873,1.2403712,111.80774,1.2730395,89.46772,2.248199,89.15718,1.8090333,97.29498,1.5402224,102.79906,1.3996563,0.0,1.0,0.3028285,0.009159619,nan,nan,0.36072835,0.011068678,nan,nan,0.048729174,0.0073116533,116.041954,1.262878,0.0,1.0,0.2748787,0.0069751046,nan,nan,0.33065167,0.007918346,nan,nan,0.048729174,0.0073116533
1095,240108_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,240108_A,240108_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,240108,246.5,4.0,46.839207,1.1872832,48.22217,1.5075854,48.71634,2.8811178,43.429684,1.9895351,45.206398,1.5888948,46.828133,1.3253553,1.0,1.017546,0.19515546,0.010277734,0.19751948,0.010277734,0.22277418,0.010246018,0.22526798,0.010246018,0.053808305,0.016819224,nan,nan,1.0,0.9562197,0.19767882,0.0104607195,0.19164261,0.0104607195,0.2288467,0.010547493,0.222383,0.010547493,0.053808305,0.016819224
1096,240202_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,240202_A,240202_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,240202,166.5,29.83333,nan,nan,nan,nan,44.807327,4.603976,38.531017,3.6509466,36.41177,3.1026511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1097,240205_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,240205_A,240205_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,240205,233.0,8.75,63.03629,3.4003663,56.223698,3.7234025,42.65962,6.9456882,48.40307,4.4761686,51.35995,3.6807015,56.223698,3.685518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.36536,3.392812,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1098,240205_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,240205_B,240205_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,240205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1099,240227_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,240227_A,240227_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,240227,173.0,1.0,68.40527,1.3941369,67.03673,1.4717265,69.83135,2.7177413,66.59795,2.0938888,67.4092,1.4899141,66.89151,1.2930592,1.0,0.92492163,0.5573009,0.007981705,0.53576654,0.007981705,0.70586956,0.011821224,0.67147774,0.011821224,0.042264055,0.006672253,67.760216,1.3520898,1.0,0.9236219,0.5602052,0.007866873,0.53826755,0.007866873,0.7140279,0.011927037,0.6786275,0.011927037,0.042264055,0.006672253
1100,240227_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,240227_B,240227_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,240227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1101,240263_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,240263_A,240263_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,240263,137.5,7.1666665,70.455666,3.535203,67.38607,3.457183,74.9958,6.2435746,66.08221,4.3897796,64.375496,3.1650112,65.78708,3.2861493,0.0,1.0,0.5334821,0.046029504,nan,nan,0.63735926,0.07304993,nan,nan,0.067589775,0.02254554,63.456963,3.7349713,0.0,1.0,0.4666514,0.04205286,nan,nan,0.5646572,0.056069262,nan,nan,0.067589775,0.02254554
1102,240352_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,240352_A,240352_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,240352,67.5,1.4166666,91.39972,1.6521327,83.99459,1.6423329,74.94883,2.594654,81.03299,1.9558877,82.24434,1.7877047,82.2878,1.4602154,0.0,1.0,0.5760404,0.012878823,nan,nan,0.75864977,0.024386123,nan,nan,0.021547042,0.008535474,85.26961,1.9954851,0.0,1.0,0.5008319,0.013339113,nan,nan,0.62274367,0.020340588,nan,nan,0.021547042,0.008535474
1103,240432_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,240432_A,240432_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,240432,261.0,1.5,nan,nan,134.58109,2.004018,122.59972,3.767495,128.1592,2.8289413,134.58109,2.3508317,137.07059,1.9635687,1.0,0.8327772,0.5413566,0.008616076,0.49150747,0.008616076,0.70651513,0.013627345,0.62843436,0.013627345,0.03896611,0.0051615075,146.6376,2.3123739,1.0,1.0105616,0.48152602,0.008461003,0.4843271,0.008461003,0.61837405,0.012893946,0.62254596,0.012893946,0.03896611,0.0051615075
1104,240449_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,240449_A,240449_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,240449,149.5,1.9166666,66.83324,1.7727776,63.776924,2.1649551,58.573666,3.757263,59.767155,2.7562156,63.776924,2.3710601,64.57703,1.919799,0.0,1.0,0.43344745,0.013430352,nan,nan,0.520704,0.018049473,nan,nan,0.072040826,0.012639129,66.82509,1.9066279,0.0,1.0,0.4337154,0.013436927,nan,nan,0.5218101,0.018080542,nan,nan,0.072040826,0.012639129
1105,250179_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,250179_A,250179_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,250179,319.5,6.0,79.76259,2.0289524,84.24994,2.5558882,85.04362,3.6158433,86.10368,2.8793678,84.24994,2.226649,81.24861,2.0736308,0.0,1.0,0.14247741,0.02093005,nan,nan,0.15336272,0.02067157,nan,nan,0.11109119,0.079359144,82.25516,2.074339,0.0,1.0,0.12307168,0.022579914,nan,nan,0.13456376,0.02265546,nan,nan,0.11109119,0.079359144
1106,250183_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,250183_A,250183_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,250183,225.5,7.5,155.24103,3.5771024,153.29085,3.2539754,165.32681,4.218294,157.54643,3.6152012,152.95985,3.4419768,152.3418,2.7800117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,165.32681,4.151998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1107,250192_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,250192_A,250192_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,250192,322.0,1.0833334,155.80443,1.4500674,151.8005,1.6162142,151.58589,2.131435,152.2681,1.9896743,152.72433,1.5166378,151.47508,1.2304655,0.0,1.0,0.35219604,0.006380819,nan,nan,0.4001323,0.0070929765,nan,nan,0.022885498,0.006802077,152.77664,1.4994282,0.0,1.0,0.2865624,0.0063333046,nan,nan,0.31399748,0.006638431,nan,nan,0.022885498,0.006802077
1108,250192_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,250192_B,250192_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,250192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1109,250243_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,250243_A,250243_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,250243,93.5,5.0,84.670555,1.5611205,86.0782,1.702198,87.01845,2.5414147,87.32533,1.865278,85.76961,1.6153497,84.64337,1.6231377,0.0,1.0,0.20523974,0.018032609,nan,nan,0.22159266,0.017450182,nan,nan,0.049016707,0.0339195,85.76961,1.7123789,0.0,1.0,0.146925,0.016395895,nan,nan,0.15900433,0.015248599,nan,nan,0.049016707,0.0339195
1110,250277_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,250277_A,250277_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,250277,138.5,5.5,38.95333,4.171164,nan,nan,nan,nan,nan,nan,37.1718,3.7514176,38.050156,3.7311146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.27151,3.8989055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1111,250466_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,250466_B,250466_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,250466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1112,250466_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,250466_A,250466_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,250466,143.5,3.0,82.13024,2.9924974,67.72613,3.2059739,59.567772,5.111485,64.96077,3.9962988,68.24377,3.349886,72.59998,3.3789954,0.0,1.0,0.5383151,0.024170686,nan,nan,0.69577676,0.04143018,nan,nan,0.021981169,0.010979999,73.15831,3.8585978,0.0,1.0,0.5088362,0.024792645,nan,nan,0.6441444,0.039945792,nan,nan,0.021981169,0.010979999
1113,250473_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,250473_B,250473_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,250473,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1114,250473_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,250473_A,250473_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,250473,131.5,0.75,197.3446,2.2366247,183.52336,2.5089698,183.17073,3.508838,183.52336,2.8301837,183.47998,2.251078,185.0517,1.9298369,0.0,1.0,0.3687758,0.008270291,nan,nan,0.44557717,0.0098078735,nan,nan,0.022665622,0.006039609,193.40953,2.2112947,0.0,1.0,0.4207669,0.007813512,nan,nan,0.5104961,0.010007804,nan,nan,0.022665622,0.006039609
1115,251297_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,251297_A,251297_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,251297,14.0,5.1666646,58.780872,3.010696,53.230007,2.9462779,54.45768,5.280897,57.193104,3.327264,55.640785,2.9866621,53.05849,2.9692645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.090129405,0.022781877,57.212933,2.6730287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.090129405,0.022781877
1116,251367_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,251367_A,251367_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,251367,61.0,29.916666,52.759243,6.5517783,45.511265,6.869942,nan,nan,53.508247,10.032931,48.06186,8.02416,43.364292,7.510882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.70103,6.6365848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1117,251887_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,251887_A,251887_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,251887,134.5,0.5,nan,nan,201.70583,2.8100224,200.24359,3.191501,201.70583,2.6259263,195.55324,2.1077673,191.11424,2.0488744,1.0,0.63706946,0.8113348,0.0037083966,0.7082206,0.0037083966,1.3567331,0.009212934,1.0166558,0.009212934,nan,nan,nan,nan,1.0,0.6915172,0.80063677,0.0036455223,0.7156487,0.0036455223,1.2927223,0.009395783,1.0208905,0.009395783,nan,nan
1118,252005_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252005_A,252005_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252005,171.5,0.8333333,109.15203,1.3060085,90.054634,1.0125105,89.970604,1.8918983,90.485214,1.4433464,88.94687,1.347033,89.59088,1.0627509,0.0,1.0,0.589525,0.005598186,nan,nan,0.80460274,0.010336503,nan,nan,0.013990872,0.0035791236,102.740234,1.2315738,0.0,1.0,0.5868591,0.0055969143,nan,nan,0.79852927,0.01018696,nan,nan,0.013990872,0.0035791236
1119,252008_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252008_A,252008_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252008,146.0,29.916666,51.08056,5.2652125,46.893314,5.616411,nan,nan,35.292404,7.9950833,43.42104,6.086754,47.21026,5.6999054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.165596,6.221703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1120,252021_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252021_A,252021_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252021,165.0,1.4166666,84.741585,1.2005435,82.227036,1.417607,82.147095,2.289677,81.54853,1.7905157,81.49173,1.4960588,81.517426,1.524468,0.0,1.0,0.35865647,0.0099738,nan,nan,0.42892155,0.011802641,nan,nan,0.022468649,0.009494958,82.79929,1.6078625,0.0,1.0,0.3633627,0.009919813,nan,nan,0.43678215,0.011712838,nan,nan,0.022468649,0.009494958
1121,252057_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252057_A,252057_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252057,326.0,2.5,91.988976,0.9913923,91.6787,1.0029682,94.088066,1.9742455,94.07587,1.3162527,93.7847,1.0669826,92.461914,1.0521077,0.0,1.0,0.16981444,0.009623365,nan,nan,0.1816796,0.009260785,nan,nan,0.05482097,0.026800856,93.63315,1.0913814,0.0,1.0,0.12171686,0.010527612,nan,nan,0.12753603,0.009827033,nan,nan,0.05482097,0.026800856
1122,252074_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252074_A,252074_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1123,252091_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,252091_A,252091_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,252091,311.5,5.8333335,nan,nan,55.273926,4.7568884,67.12101,8.414816,62.625996,6.398451,58.601315,5.2183256,55.273926,4.576647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1124,271385_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,271385_A,271385_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,271385,185.5,1.4166666,203.23395,1.8677554,212.55563,2.3434026,217.85268,3.0995243,212.55563,2.3783846,208.20355,1.8234931,207.0101,1.7649461,0.0,1.0,0.3867068,0.007405897,nan,nan,0.42861265,0.008331168,nan,nan,0.042100742,0.010422629,206.97456,1.6332496,0.0,1.0,0.24393252,0.007243177,nan,nan,0.2653033,0.0071886745,nan,nan,0.042100742,0.010422629
1125,271387_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,271387_A,271387_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,271387,242.0,6.5,181.58534,3.1407273,185.13484,3.5996602,183.25278,5.031006,185.13484,3.6731026,185.69421,3.4722176,183.3755,3.3473847,0.0,1.0,0.1263084,0.01254587,nan,nan,0.1396958,0.010973873,nan,nan,0.104823634,0.06397695,184.2321,3.5079849,0.0,1.0,0.13074484,0.012737716,nan,nan,0.14731622,0.012058501,nan,nan,0.104823634,0.06397695
1126,271431_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,271431_A,271431_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,271431,59.0,2.0,156.76653,2.662052,155.54402,2.7243075,155.28656,3.8980381,155.54402,2.424585,152.72156,2.648933,153.17552,2.3924747,0.0,1.0,0.27265975,0.017547712,nan,nan,0.29158214,0.02032192,nan,nan,0.05222654,0.022803972,155.57451,2.4704072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1127,271455_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,271455_A,271455_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,271455,191.0,1.5,189.75874,1.8337063,188.99585,2.0062776,196.24529,2.7674518,188.99585,2.3593128,186.53926,1.9515977,185.95062,2.0834496,0.0,1.0,0.4713071,0.009732662,nan,nan,0.55469835,0.011707222,nan,nan,0.027862467,0.006678165,186.89598,1.8037796,0.0,1.0,0.42168272,0.009817897,nan,nan,0.47101274,0.010659006,nan,nan,0.027862467,0.006678165
1128,271465_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,271465_A,271465_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,271465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1129,271481_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,271481_A,271481_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,271481,137.5,4.25,205.55858,4.0606413,238.01804,6.969079,238.01804,7.834265,224.54858,5.244476,213.14275,3.5836775,209.59921,3.7019682,1.0,0.8793085,0.18545593,0.013108769,0.16954651,0.013108769,0.2202214,0.013168623,0.20281962,0.013168623,0.16268651,0.042085502,212.41678,3.6790848,0.0,1.0,0.16173357,0.01319149,nan,nan,0.19241296,0.0132156415,nan,nan,0.16268651,0.042085502
1130,271538_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,271538_A,271538_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,271538,348.5,29.916666,183.98088,1.6784745,203.97052,1.9144568,204.73164,2.3572068,203.97052,1.7807845,194.23822,1.6146783,189.73042,1.4875853,0.0,1.0,0.04438694,0.008013738,nan,nan,0.048917513,0.007173366,nan,nan,0.7035951,0.38974583,187.01015,1.458889,0.0,1.0,0.036200047,0.007928745,nan,nan,0.041481297,0.007122588,nan,nan,0.7035951,0.38974583
1131,271562_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,271562_A,271562_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,271562,6.5,29.83333,nan,nan,nan,nan,39.88768,7.9987454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1132,271610_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,271610_A,271610_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,271610,157.0,17.916664,60.11554,4.0598345,65.34424,3.5699785,56.317913,4.36452,61.818985,3.668833,65.344086,3.8441107,65.04753,4.2788963,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.818985,4.1227107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1133,272190_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,272190_A,272190_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,272190,78.5,4.9166665,187.20653,1.7855163,192.70712,1.8707224,197.81223,2.527587,192.70712,1.816891,190.50789,1.7157624,189.87755,1.5765887,0.0,1.0,0.11858249,0.0074007125,nan,nan,0.12448056,0.006685429,nan,nan,0.11725594,0.038410142,189.06464,1.5233256,0.0,1.0,0.08400378,0.0072219195,nan,nan,0.088973306,0.0066765216,nan,nan,0.11725594,0.038410142
1134,272298_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,272298_A,272298_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,272298,260.5,1.8333334,183.44217,2.6604068,151.35637,3.3314018,154.21707,4.0993056,151.35637,3.2860436,153.89647,2.781796,158.47598,2.2318056,0.0,1.0,0.57809836,0.009814126,nan,nan,0.76744866,0.017725127,nan,nan,0.026060615,0.0060126767,163.34074,2.6170382,0.0,1.0,0.54096824,0.009329857,nan,nan,0.6784541,0.014314033,nan,nan,0.026060615,0.0060126767
1135,272439_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,272439_A,272439_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,272439,256.5,0.6666667,141.23482,0.89171076,133.90416,0.88892305,132.40475,1.2697971,132.92223,1.1425041,133.90416,1.0077496,134.25505,0.82856405,0.0,1.0,0.48418254,0.005629475,nan,nan,0.6026615,0.0074874987,nan,nan,0.016077232,0.0037440574,135.50673,0.9011695,0.0,1.0,0.40455446,0.00594773,nan,nan,0.481594,0.0068914616,nan,nan,0.016077232,0.0037440574
1136,272443_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,272443_A,272443_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,272443,112.5,0.5833333,196.54466,1.8839214,197.20908,2.1279087,197.17772,2.6673102,197.20908,2.2345352,189.08441,1.8068812,185.58711,1.720502,0.0,1.0,0.59096557,0.0059804404,nan,nan,0.71452004,0.00964703,nan,nan,0.017838478,0.003401653,191.23427,1.7734742,0.0,1.0,0.5272811,0.0063427305,nan,nan,0.61990106,0.009181593,nan,nan,0.017838478,0.003401653
